UMAP1_PC50,UMAP2_PC50,UMAP1_PC75,UMAP2_PC75,UMAP1_PC100,UMAP2_PC100,UMAP1_PC125,UMAP2_PC125,UMAP1_PC150,UMAP2_PC150,UMAP1_PC175,UMAP2_PC175
-6.0306315,-1.6451854,14.015906,14.308681,15.37457,14.529043,21.086472,10.162151,-6.690158,-3.2746017,-9.468061,-4.309483
-0.2798413,-3.1899467,8.381484,14.361108,9.678983,15.293508,16.483799,13.306564,-1.391695,-3.6159675,-3.9744473,-3.7494676
2.143401,-4.4765973,5.819465,14.975787,7.311571,16.48741,14.681269,14.498982,1.1811192,-3.6907246,-1.5201144,-3.4310207
-1.9055449,-1.0321965,10.298263,12.79149,11.805936,13.696101,17.45945,10.836707,-2.85476,-2.525869,-5.7330656,-2.8198893
-0.1688109,-3.686375,8.039171,15.070076,9.71775,15.714433,16.671587,13.592669,-1.1395218,-3.8154883,-3.711101,-3.804363
-0.33947766,-2.9636426,8.423178,14.465262,9.646818,15.572044,16.329739,13.162412,-1.2012044,-3.7126274,-3.741778,-3.6893394
1.0152184,-3.7189078,6.8560767,14.523037,8.341697,15.731974,15.3268585,13.948189,0.1905901,-3.3575847,-2.6587443,-3.7930827
-0.5876521,-3.3407896,8.344865,14.469943,9.764192,15.555392,16.352541,13.454136,-0.8452393,-3.721779,-3.8105245,-3.580148
-1.356575,-3.9233172,9.142096,15.33128,10.712453,16.332397,17.475965,13.222622,-2.206927,-4.4940996,-4.708802,-4.624764
-2.2197783,-0.78822094,10.842624,12.361448,12.246,13.4803505,17.80763,10.475302,-3.4514663,-2.2300467,-6.6265073,-2.6048193
-1.3567799,-5.8219256,8.771922,17.239166,10.441743,18.073772,18.011103,15.280278,-2.2490845,-6.856825,-4.332278,-6.899264
-4.7746053,-3.6621928,12.51196,15.894032,14.106909,16.466328,20.922657,12.092973,-5.590495,-4.902617,-8.126566,-5.5825996
-3.4149885,-1.9074912,11.609872,14.553081,13.308657,15.899993,19.573261,11.693868,-4.6379137,-4.188777,-6.5494123,-4.532755
-2.2338314,-6.764755,9.307094,18.307245,10.806278,19.053862,18.696398,15.906549,-2.9054997,-7.757053,-4.815692,-7.9213367
-3.2566388,-5.645129,10.667984,17.392233,12.126352,18.380827,19.707209,14.811079,-4.196892,-6.7298303,-6.0487657,-7.151444
-3.0594673,-4.845328,10.831244,16.61617,12.389183,17.314453,19.258684,13.863733,-3.7253397,-5.761595,-6.0241714,-6.355693
-3.4122744,-5.742096,10.43115,17.437332,12.18192,18.066406,19.698114,14.472219,-4.1635284,-6.589823,-6.3461547,-6.980932
-3.0457191,-0.51281744,10.672561,12.59824,12.251711,13.41248,17.662325,10.630109,-3.403316,-2.3873472,-5.971251,-2.771145
0.9930534,-3.4337888,6.996757,14.8199215,8.503799,15.875264,15.528575,14.047815,0.117604375,-3.7476637,-2.6134343,-3.5849879
-2.031,-1.7702532,10.146752,13.688119,11.668421,14.591077,17.873089,11.60839,-3.1850967,-3.5001857,-5.694403,-3.5180838
-2.066117,-0.5768724,10.465642,12.23565,11.38419,13.232421,17.158157,10.336598,-3.1843987,-1.7464775,-5.900622,-2.247475
-4.113751,-3.2624805,12.012571,15.264888,13.977009,16.029097,20.379827,11.705657,-4.971689,-4.475577,-7.233977,-5.3157916
-1.7256083,-4.426476,9.4287,16.071026,11.556219,17.295076,18.864393,13.935877,-3.054555,-5.8462343,-5.1539874,-6.0853987
-1.4457244,-6.065251,8.584267,17.443104,10.218817,18.233034,17.847876,15.596297,-2.2013938,-7.0853515,-4.1363153,-7.1485176
-2.9657178,-4.0974464,10.501803,15.838001,11.985864,16.636633,18.588308,13.4533,-3.2945397,-5.2378206,-5.284843,-5.3393517
-0.6109139,-1.6194608,8.749746,13.267311,10.124468,14.454251,16.353752,12.137808,-1.4280577,-2.5664608,-4.287222,-3.1078439
-2.1113775,-5.733739,9.4005785,17.376225,11.166049,18.159954,18.649864,15.174367,-3.1557121,-6.868174,-5.3713527,-7.1560154
2.8205092,-4.7299848,5.0521364,15.280272,6.300251,16.695862,13.779603,14.741686,1.9441323,-3.4584262,-0.75285226,-2.8707087
-2.7873,-3.5709589,10.868675,15.600565,12.4388075,16.539719,19.055197,12.79879,-3.8092055,-4.740392,-6.195378,-5.1282034
-1.4680531,-5.950137,8.787594,17.276628,10.310753,18.038364,17.858953,15.333674,-2.49577,-6.9171033,-4.3099437,-6.9818277
-4.860022,-2.8329372,12.842268,15.101039,14.268498,15.685201,20.711985,11.662111,-5.4647126,-4.358199,-8.009514,-4.9703383
0.73234046,-2.2773802,7.183294,13.258806,8.828906,14.324718,15.216781,12.714272,-0.31221637,-2.32862,-3.148162,-2.2870235
-0.9391066,-5.3517847,8.350865,16.72532,9.868424,17.562214,17.248365,15.170353,-1.6694824,-6.4602146,-3.7206407,-6.106619
-3.9294574,-1.1257082,11.682172,13.351545,13.284887,13.885139,18.970297,10.312012,-4.514932,-2.7773554,-7.242535,-3.299048
-2.5483704,-3.9252324,10.238365,15.902979,11.937302,16.61862,19.025995,13.28139,-3.0109468,-5.1046205,-5.5863647,-5.630028
-3.565043,-1.4510133,11.316344,13.989193,12.730422,14.427445,18.77289,10.88407,-3.8026133,-3.1292462,-6.338826,-3.4818957
-0.092359126,-2.6591969,8.238863,14.03868,9.611769,14.945771,16.049446,12.77043,-1.0965735,-3.0748315,-3.9278772,-3.1818225
-0.35787478,-1.5460508,8.828246,12.90976,10.153643,13.850717,16.146696,11.519622,-1.8394579,-2.1333435,-4.503617,-2.3812153
-4.9754987,-2.7283132,12.909993,14.909595,14.350614,15.402901,20.607239,11.313409,-5.6860123,-3.9116752,-8.134063,-4.7905893
-5.8787627,-0.8368005,13.915409,13.741494,15.011716,13.993219,20.442907,9.684933,-6.3893433,-2.5084023,-8.978325,-3.7819319
2.0119865,-4.68229,5.9024215,14.923689,7.4598703,16.37946,14.526127,14.751143,1.2276484,-3.6811821,-1.7133518,-3.1133897
-2.0811892,-5.756915,9.387613,17.437849,11.086717,18.135092,18.63327,15.090052,-3.0217094,-6.884086,-4.997877,-7.0896025
2.3676333,-4.302664,5.514518,14.500296,7.020955,16.099295,14.042526,14.449571,1.5755602,-3.1500583,-1.1810439,-2.9067683
-1.8593938,-2.2696688,9.892174,14.040435,11.489009,14.896958,16.969742,14.14396,-5.163297,-6.4662094,-5.4444065,-3.8444963
0.8134441,-1.7109655,7.7152414,12.809337,9.1523,13.819966,15.194446,12.104609,-0.6202549,-1.917945,-3.5200434,-1.9825498
-5.3899393,-2.622184,13.191984,14.870893,14.609526,15.072834,20.917032,11.121965,-6.0965676,-4.073529,-8.619805,-5.0401955
0.3278701,-3.1351688,7.8538527,14.242502,9.599682,15.357185,15.9264555,13.056932,-0.52701294,-3.156496,-3.5264072,-3.065406
1.5467565,-1.877796,7.1331744,12.752818,8.119465,13.90379,14.465444,12.210927,-0.08078534,-1.6665016,-3.0293746,-1.4836358
2.8902326,-4.118356,5.107802,14.058663,6.4555793,15.6043415,13.353438,13.993406,2.0304093,-2.6907988,-0.96670115,-2.3350585
0.4723394,-0.985753,8.052182,12.136931,9.221385,13.203842,15.032493,11.24168,-1.1254383,-1.1718982,-4.093201,-1.360342
2.8656538,-4.7689886,5.051463,14.795499,6.243395,16.624096,13.212831,14.558125,2.1664588,-3.0073555,-0.79730725,-2.5431395
-2.7919853,-2.7886324,10.883726,14.507016,12.211352,15.212593,18.7328,12.012116,-3.697597,-3.7885618,-6.112339,-4.145387
3.6029458,-4.2615676,4.486908,14.12284,6.031652,15.754931,13.019884,14.370108,2.2164686,-2.4255266,-0.43267384,-2.2038465
-2.348578,-0.3821309,9.977378,12.721598,11.27319,13.596388,16.92225,11.310273,-2.5201108,-2.5213256,-5.332415,-2.877891
-5.294474,-2.4540703,13.062509,14.639475,14.577136,15.039889,20.752653,10.914726,-6.0430236,-3.9174836,-8.597238,-4.7450104
-1.6335691,0.114806704,10.478733,11.327841,11.625145,12.335061,16.992996,9.579897,-3.7163212,-1.0517794,-6.648318,-1.5905563
-1.1107424,-1.0816368,9.49587,12.73466,10.609004,13.685944,16.682625,11.075486,-2.3651407,-2.2603192,-5.0653443,-2.3181145
-2.6156964,-5.2722163,10.280994,16.892809,11.849062,17.882462,19.518526,14.435993,-3.4765239,-6.137026,-5.9111476,-6.633709
0.09080415,-5.0044127,7.3586583,16.073008,9.047125,17.191069,16.32564,15.07286,0.13338794,-4.8010616,-2.5183663,-4.6851974
-2.727456,-1.191077,10.239387,13.374199,11.480504,14.1981325,17.4522,11.576021,-2.7832558,-2.9325309,-5.4305987,-3.3823702
-2.4844189,-2.2771819,10.721693,14.074351,12.0019865,15.333322,18.85851,13.817544,-3.6515605,-5.6244917,-6.051193,-5.598219
-3.0821023,-3.2151146,11.107346,15.095451,12.643443,15.504513,19.062647,12.367971,-3.9403665,-4.3175178,-6.472661,-4.688735
3.3507657,-4.665356,4.696292,14.615882,6.324473,16.19907,13.201961,14.910177,2.4103158,-3.0843732,-0.675018,-2.6362233
-3.5976906,-2.8496697,11.68262,14.752924,13.253184,15.216261,19.450659,11.790529,-4.56684,-4.156915,-7.117595,-4.610749
0.9692863,-2.0990741,7.4521904,13.7922945,8.656023,14.256981,15.077547,12.691536,-0.4706921,-1.8639463,-3.393623,-2.2522728
0.9108161,-2.2959797,7.529611,13.365793,8.742829,14.113242,15.041481,12.41671,-0.5276657,-1.7217026,-3.4275324,-2.0139818
0.9570123,-2.3701859,7.6101737,13.633538,8.685687,14.431906,15.321652,12.734323,-0.9269073,-2.734187,-3.79549,-2.9749699
-2.444217,-4.5848107,10.031363,16.505953,11.902971,17.29987,19.154425,13.899502,-3.0667114,-5.7570925,-5.4126463,-5.889994
-1.4986331,-6.047695,8.778844,17.540962,10.342667,18.320992,18.031406,15.454726,-2.4131446,-7.0724397,-4.4079356,-7.245281
-3.1959963,-4.418386,10.633814,16.468151,12.228677,17.230434,19.499369,13.7843275,-3.4300072,-5.623987,-5.777121,-5.904026
-5.1893535,-4.730407,12.748623,17.094893,14.181568,17.808147,21.016722,13.559797,-1.6125981,-5.7090006,-3.5785604,-6.1941404
-2.9392467,-1.0393041,10.1196165,13.060432,11.6847,14.156737,17.455635,11.694491,-2.4569633,-3.1060598,-5.0382814,-3.4549422
-5.3099113,-4.912884,12.713651,17.308256,14.276491,17.887787,21.252256,13.701046,-1.2792548,-5.506286,-3.3354447,-5.9403896
-1.8965954,-4.457635,9.516305,15.776663,11.122596,16.924522,18.339657,13.84364,-2.0490398,-5.2833447,-4.2584605,-5.598618
-5.322006,-4.810146,12.70299,17.349556,14.106114,18.009176,21.179398,13.734127,-1.2783402,-5.289134,-3.3102684,-5.734502
-5.737606,-4.5068946,13.306782,17.147272,14.67306,17.695004,21.643324,13.24114,-1.0947033,-5.5484586,-3.0660715,-6.263526
-2.558228,-4.600981,9.901467,16.269066,11.892481,17.206152,19.185612,13.826803,-2.9424107,-5.6388574,-5.2341385,-5.852688
-5.7025833,-4.838681,13.123826,17.212297,14.14254,18.08517,21.445457,13.451961,-1.2198918,-5.5558505,-3.1912127,-5.972171
-5.3677607,-1.7810935,13.105473,15.134396,14.614368,16.137846,20.824339,11.879727,-5.242232,-3.801533,-7.6732287,-5.077148
0.5334503,-1.9746931,7.8173404,12.966488,8.944929,14.324685,15.488734,12.081253,-0.6097722,-2.3771055,-3.299971,-2.2790103
-3.8523574,-0.07989953,11.703601,12.421236,13.19586,13.368052,18.60013,9.697495,-4.102263,-2.2976708,-6.775941,-2.6213748
-1.1431243,-2.3785357,9.320829,13.873513,10.808486,14.886251,17.129875,12.239714,-2.0080473,-3.4288607,-4.6337276,-3.6989396
-0.16728969,-5.3036904,7.6147876,16.379246,9.231514,17.418081,16.512173,15.225999,-0.005631583,-5.0828285,-2.5839942,-4.971785
2.6090753,-3.3510127,5.3244376,13.801121,6.7413764,15.179162,13.449385,13.70715,1.5531921,-2.3315344,-1.7609037,-2.1119246
-1.6695843,-3.2415786,9.652955,15.3417,11.137538,16.072374,17.768606,13.005587,-2.4756868,-4.5301795,-4.560239,-4.8323145
-0.5645473,-2.5502236,8.772949,14.065373,10.022512,15.316385,16.546068,12.887405,-1.332229,-3.5118601,-3.8896694,-3.7800841
-4.4037848,-1.7697951,12.459451,13.937861,13.790567,14.705748,19.731758,10.770855,-5.3606076,-3.3323958,-7.7365623,-4.1029954
-1.6477702,-3.2458475,9.560087,14.920467,11.012541,15.78147,17.79824,12.770256,-2.4185061,-3.9617133,-4.590987,-4.4330196
-3.886525,-4.071079,11.66031,16.22129,13.349204,16.895483,20.051167,12.969701,-4.910428,-5.164518,-7.0558367,-5.9357824
-3.2163308,-3.2579737,10.978834,14.8166065,12.604075,16.223454,19.202045,12.340991,-4.075153,-4.631635,-6.637472,-5.0121803
3.4621482,-4.416251,4.8331194,14.378068,6.0596347,16.01032,12.952273,14.564025,2.2376013,-2.707602,-0.5493547,-2.3256252
-2.6592808,-2.0506878,10.921743,13.908123,12.295271,14.737514,18.784933,11.638961,-4.084796,-3.6095512,-6.5311685,-4.4133782
0.59111506,-4.5192733,7.023398,15.606543,8.623776,16.623817,15.789793,14.7163515,0.32372898,-4.383016,-2.2595665,-4.2245173
-2.822172,-6.2174726,10.075894,17.957932,11.699767,18.810614,19.368414,15.352353,-3.772536,-7.353382,-5.7134233,-7.4952717
-1.7073512,-1.4480482,10.069473,13.196632,11.335527,14.352539,17.427193,11.454698,-2.583065,-3.02546,-5.3482018,-3.16355
-2.634122,-0.43284205,10.554198,12.194182,11.930808,13.327713,17.403812,10.256384,-3.4136872,-2.0024345,-5.820612,-2.279145
-1.2453899,-2.5786583,9.173929,14.35226,10.914991,15.429733,17.247427,13.07345,-2.3075604,-3.8401532,-4.7745767,-3.9994528
1.2540425,-2.6969233,6.675523,13.6841,8.10772,14.928879,14.4765625,13.18209,0.56246364,-2.5488236,-2.372138,-2.4930468
-2.665261,-6.6026073,9.7845745,18.290552,11.362111,19.061697,19.376345,15.710906,-3.5763974,-7.653894,-5.539957,-7.9306955
-4.738224,-1.0608524,12.853499,13.118302,14.089036,13.71912,19.493708,9.840225,-5.3905544,-2.513533,-8.113978,-3.3524027
-4.6852493,-3.0094898,12.515151,15.267501,14.089806,15.886408,20.35414,11.861573,-5.5613246,-4.609293,-7.8683324,-4.968711
-3.4933197,-5.4499207,10.558908,17.2433,12.164998,18.096016,19.713516,14.447165,-3.8866706,-6.6131244,-6.117616,-6.898921
-3.9343169,-3.0663233,11.881173,14.985692,13.483132,15.720336,19.666115,11.6495695,-4.4607544,-4.025093,-7.1472626,-4.7233467
-4.3278284,-2.1619911,12.320421,14.196412,13.814733,14.6949005,19.557014,10.627567,-5.240862,-3.095302,-7.567463,-4.020707
3.0580602,-3.7803485,5.0178976,13.818588,6.582134,15.44506,13.41395,14.032536,1.7409406,-2.540892,-1.3252336,-2.1332793
-1.682565,-3.7844474,8.974557,15.156561,10.650482,16.06283,17.188217,13.345586,-2.3094077,-4.1246033,-4.30329,-4.174475
0.9159177,-3.4940875,6.958898,14.547975,8.230822,15.730474,15.163982,13.995305,0.20727599,-3.2750938,-2.5149941,-3.301238
-4.672323,-2.8921583,12.651454,15.138163,13.990006,15.829501,20.34025,11.476665,-5.225078,-4.3052764,-7.6714287,-5.1011257
-5.7432523,-1.1543406,13.587596,13.817244,14.826778,14.080769,20.265547,9.764458,-6.173849,-2.6755362,-8.854381,-3.6868072
-1.3835429,-6.0544825,8.584245,17.42259,10.252365,18.268667,17.937532,15.6205015,-2.3064337,-7.141617,-4.224718,-7.1418524
-3.0810926,-3.1289263,10.125599,15.589617,12.465866,16.537844,18.843443,12.775896,-3.6484163,-4.9407334,-6.0578613,-4.9819927
-0.914909,-2.810016,8.96068,14.289674,10.274879,15.40997,16.907055,12.599984,-1.5846905,-3.7788672,-4.078993,-4.050147
-3.2610474,-2.27088,11.284986,14.595259,12.830953,16.063034,18.830387,11.915008,-3.7049813,-4.231947,-6.2009654,-4.611752
-5.233783,-2.6885934,13.09178,15.119833,14.571852,15.516676,20.861364,11.491166,-5.8885465,-4.2070646,-8.152049,-5.14625
2.5618417,-5.386873,4.979112,15.532672,6.7569456,17.072641,14.019331,15.328816,2.153204,-3.9084926,-0.73525625,-3.5803392
-1.233686,-3.6188858,9.111604,14.956563,10.5242,16.054853,17.365847,13.195941,-1.6768204,-4.435737,-3.940383,-4.5347786
-1.6396418,-3.5933049,9.439345,14.883871,10.826859,15.961442,17.630074,12.873508,-2.0240607,-4.2975125,-4.396364,-4.631747
-2.8245385,-3.8803816,10.507357,15.941135,11.800348,16.43948,18.555222,13.323243,-3.237547,-5.01384,-5.1606627,-5.1513453
-3.3422048,-0.747227,11.094043,12.611418,12.423591,13.476704,17.95687,10.651106,-3.441801,-2.620004,-6.38537,-2.7863069
-2.2353983,-0.8505493,10.5054,12.552657,11.887332,13.595262,17.57796,10.577979,-3.2915866,-2.2799444,-5.92994,-2.5746632
-2.460818,-3.0769591,10.066437,14.9095125,11.98743,15.535994,17.939299,12.493643,-2.8470278,-4.190052,-5.269883,-4.595344
-3.4062052,-2.6713943,10.813674,14.704754,12.950915,15.149035,19.350864,11.815594,-3.1833575,-4.1917405,-5.7445917,-4.5603747
-4.073146,-3.3282485,11.862459,15.353103,13.587803,16.271112,20.10697,12.555172,-4.999796,-5.034326,-7.2305245,-5.859592
-1.4360138,-4.101746,8.942362,15.643956,10.600704,16.653652,17.58851,13.931048,-2.1761088,-5.681705,-4.3972907,-5.769458
-3.5138855,-0.7785212,12.0174465,12.754233,13.1178255,13.564785,18.554388,10.092332,-4.6656637,-2.3997998,-7.2537794,-3.110244
-0.020677006,-3.935872,7.7837048,15.233059,9.224496,16.108322,16.201674,13.988676,-0.51547384,-4.1292067,-3.118302,-4.1022573
-2.0217996,-4.531667,9.631669,16.322031,11.684185,17.26428,18.739902,14.464532,-3.0104783,-6.049311,-5.188603,-6.360374
-3.110182,-1.9844657,11.218806,14.314099,13.006426,15.135599,18.985785,11.76432,-4.306214,-3.6452842,-6.285562,-4.241348
-5.515625,-4.8824534,12.639189,17.19042,14.030911,18.02819,21.24613,13.703263,-1.210934,-5.233212,-3.3802695,-5.5551705
-5.958702,-1.0012285,13.931857,13.782565,15.117528,13.99969,20.56537,9.6937475,-6.5288424,-2.5763395,-9.124339,-3.7685208
-3.5709295,-2.5891416,11.762829,14.558045,13.290113,15.25186,19.491596,11.64685,-4.731935,-3.8596747,-7.2648206,-4.477752
-3.1528838,-6.005372,10.438981,17.920279,12.0673485,18.69149,19.710918,15.1792965,-4.067199,-7.1121492,-6.0130157,-7.5178695
-4.39707,-2.552636,12.156498,14.610216,13.9738035,15.252804,20.151596,11.345311,-5.1098375,-3.7731133,-7.7349086,-4.5776787
-2.8021402,-3.2780628,10.875414,15.260686,12.55619,16.560408,19.489117,12.973626,-3.7186477,-5.12952,-6.161891,-5.3300605
-0.74118125,-5.3298855,8.170916,16.525984,9.75423,17.461683,17.016401,15.01134,-1.5191048,-6.1914454,-3.6484585,-5.78931
-1.3702935,-5.327105,8.91461,16.648998,10.265182,17.34014,17.858786,14.75369,-3.057338,-6.447433,-4.9808497,-6.7545934
2.5860496,-4.680192,5.2434616,14.147541,6.6363215,15.89661,13.512699,14.371623,2.000387,-2.9297435,-1.0033884,-2.2698154
0.6565686,-4.191826,7.082241,15.224627,8.66503,16.215517,15.625389,14.39715,0.063353166,-3.9436398,-2.446965,-3.8626745
1.0373291,-1.9248308,7.1870527,13.461678,8.499135,14.42301,14.872958,12.508125,-0.40165377,-1.9216133,-3.3669503,-1.8567988
-3.3946505,-2.8872426,11.5154295,15.107058,13.084663,15.276686,19.689886,12.06953,-4.576095,-4.334164,-7.049588,-4.8212614
-3.0473044,-3.5849416,10.736369,15.627856,12.232371,16.566765,19.30409,13.150594,-3.384173,-5.250391,-5.5272636,-5.7248034
-2.7927134,-4.6670947,10.343814,16.76962,11.843207,17.593716,19.286503,13.989136,-3.5640032,-6.0007315,-5.9934216,-6.276039
2.3662388,-4.597082,5.747906,14.60271,7.1111917,16.14392,14.191336,14.55014,1.2773714,-3.2442756,-1.6104345,-2.7184784
-1.7764187,-4.5686493,9.406798,16.12048,11.006097,16.926811,18.56469,13.976557,-2.2061603,-5.4384565,-4.485117,-5.816501
0.06403282,-1.7907525,8.292163,12.94194,9.546809,14.178784,15.719332,11.974517,-1.2387699,-2.209377,-3.9653358,-2.2890685
-1.5553691,-5.774304,8.984254,17.330753,10.751914,18.098034,18.328236,15.110556,-2.6614597,-6.8631325,-4.58607,-6.9435606
1.3554944,-2.0790138,6.904284,12.705787,8.168223,13.975263,14.547344,12.174309,-0.14618386,-1.6107074,-3.165463,-1.46751
0.26429594,-1.0634061,8.162668,12.394992,9.412471,13.452776,15.40973,11.350414,-1.4114336,-1.4127812,-4.4098706,-1.5053054
-2.2503986,-4.1602364,9.83246,15.909977,11.60825,16.736473,19.148388,13.294004,-3.247092,-5.0469985,-5.7286234,-5.518333
2.0236652,-1.5941688,6.6572275,12.35133,7.7179675,13.692076,14.046515,11.96975,0.1351837,-1.1916854,-2.9015205,-1.0082347
1.6840535,-4.3796406,6.2315865,14.989591,7.866177,16.136604,14.903888,14.611618,0.8703414,-3.8560398,-1.7976668,-3.5790784
-1.9777153,-4.4759026,9.383857,15.999486,11.29267,16.926016,18.614117,13.865447,-2.8529563,-5.536582,-4.9414773,-5.9068956
-2.755285,-1.4558405,11.016827,13.993088,11.976556,14.078387,18.61281,10.880204,-4.0595336,-3.260426,-6.3622055,-3.6278262
-2.6289222,-2.131423,10.7561245,13.8526945,12.231141,14.771137,18.392626,11.467908,-3.5313296,-3.0783293,-6.20538,-3.4528513
1.0200392,-4.623795,6.7520657,15.453057,8.230684,16.556042,15.401651,14.762321,0.37521592,-4.3770657,-2.0162046,-4.026162
-1.4169143,-1.9918524,9.30243,13.713982,10.681679,14.691418,17.086815,12.023689,-2.1884098,-3.3698628,-4.79841,-3.6768622
-2.503031,-1.5892409,10.8784895,15.817515,11.754551,14.677225,18.304327,10.839398,-3.8442547,-4.0685544,-7.742215,-3.1124432
-2.362152,-4.7241554,10.022773,16.519705,11.535263,17.482746,19.154736,14.217816,-2.5592198,-5.6464767,-4.786509,-6.1198487
1.0478414,-2.5759904,7.1800046,13.845472,8.478528,14.5104685,14.926443,13.027047,-0.3648192,-1.968628,-3.0397537,-2.2690978
-1.5945001,-4.4007125,9.268467,15.794838,10.950837,16.636513,18.104307,13.845174,-2.0428538,-5.1577435,-4.172758,-5.21785
-1.965398,-6.443164,9.240097,17.998985,10.793016,18.80565,18.571653,15.739034,-2.8446667,-7.53101,-4.843,-7.6538625
-3.378276,0.31973478,11.707484,11.811337,12.790931,12.517429,18.22727,9.339015,-4.307125,-1.5538247,-7.2438726,-2.1168616
3.0043845,-4.680471,5.203653,14.38652,6.8737335,16.340624,13.815045,14.584305,2.1594868,-3.1417258,-1.0295308,-2.6368356
2.7796686,-4.4642754,5.2974515,14.430365,6.8650823,16.105703,13.678377,14.363173,1.8798718,-2.9079485,-1.2231542,-2.4309688
-2.6879146,-4.531238,10.37801,16.142555,12.025531,16.909273,18.719574,13.851694,-2.9924746,-5.4902153,-5.019789,-5.6005573
2.9573019,-4.1308503,4.6880097,14.552521,6.3384542,16.14467,13.250709,14.316155,1.8744622,-2.7396739,-0.84624463,-2.325314
-5.80576,-1.6088012,14.047223,14.397357,15.410304,14.585231,21.05846,10.389685,-6.605415,-3.433017,-9.24683,-4.36494
0.9039869,-1.6686679,7.4281774,12.909438,8.690088,13.824196,14.878118,12.076725,-0.5383314,-1.7787505,-3.4500074,-1.7556888
-0.15616755,-1.9005723,8.440221,13.207581,9.702303,14.193787,15.91793,12.04245,-1.3614357,-2.3653872,-4.2923994,-2.6123643
-3.0888114,-2.0411992,11.113541,14.541545,12.753488,15.68773,18.87177,11.893783,-3.8457038,-3.9283283,-6.077099,-4.5762963
2.2426815,-1.7201349,6.530001,12.390522,7.582398,13.663851,13.838848,11.972473,0.34672627,-1.0686727,-2.7200398,-0.9073418
-1.8794831,-3.6433635,9.711476,15.203151,11.273965,16.028759,18.17796,13.0005665,-2.2749617,-4.560384,-4.8691354,-4.890434
-3.114697,0.07300736,11.893176,11.872085,12.867216,12.646324,18.158619,9.355002,-4.4147506,-1.5432243,-7.2759356,-2.2821786
-3.6586933,-3.515219,11.564955,15.596404,13.1983595,15.641454,19.84632,12.421859,-4.3765163,-4.6157002,-6.9053397,-5.2695103
-1.2325382,-2.4386408,9.284549,14.029547,10.742931,15.257304,17.340458,12.497976,-1.7498055,-4.08129,-4.1484,-4.2139516
-3.9139686,-3.0144014,11.536285,15.371085,13.027667,15.757964,19.539743,12.3649435,-4.6952157,-4.6138954,-7.0887833,-5.4284043
-2.5877147,-4.431063,11.304127,16.480028,12.421445,17.21707,20.307285,13.612143,-2.3142622,-5.5348105,-5.013618,-6.0900316
-5.4003735,-4.8199024,12.954718,17.341307,14.365604,18.02077,21.41065,13.551064,-1.3598156,-5.578748,-3.3604357,-6.173679
-2.9497306,-2.182719,11.010637,14.226094,12.554677,14.905104,18.682966,11.615847,-4.05601,-3.2659128,-6.625361,-3.925518
-5.284274,-5.0571003,12.512228,17.344318,13.899429,18.066849,21.113424,13.8533745,-1.1433748,-5.176995,-3.2054222,-5.5392494
-4.310665,-1.8068694,12.513573,13.852878,13.911674,14.702653,19.803926,10.799971,-5.0882354,-3.497591,-7.820804,-4.096169
2.6318932,-4.3757734,5.420736,14.476996,6.6520414,15.9515705,13.68857,14.25584,1.7434492,-2.9838645,-1.1420232,-2.5799623
-2.4542294,-1.6270235,10.63292,14.008285,11.84029,14.53903,18.444592,11.557135,-3.2414818,-3.7236743,-6.1384773,-3.7485504
-1.1519191,-5.044074,8.594427,16.441956,10.053913,17.298223,17.285776,14.8226185,-1.7489302,-5.908853,-3.8540812,-5.85763
-0.09904886,-2.6447484,8.532187,13.801578,9.898547,15.0888,16.507942,12.655389,-1.4115443,-3.26453,-4.384824,-3.352226
-5.5529175,-4.669179,12.894556,17.198742,14.317626,17.92092,21.345373,13.440919,-1.1900209,-5.503491,-3.2609758,-5.9882755
-2.3139699,-4.062057,10.003679,15.966122,11.765914,16.835493,18.932558,13.416428,-2.817465,-5.3443203,-5.232302,-5.5416055
-2.1393642,-4.7927775,9.695352,16.424208,11.232081,17.419376,18.641546,14.200152,-2.411223,-5.8794923,-4.637699,-6.2217436
-2.718717,-4.465856,10.312217,16.27129,12.053402,17.29839,19.14968,13.905197,-3.380358,-5.7048326,-5.665543,-5.9585767
-2.4841628,-3.87396,9.887189,15.65528,11.758013,16.523825,18.416876,13.496289,-2.7425814,-4.8770905,-4.948108,-5.413225
-1.167705,-1.4437948,9.565806,13.039496,10.708045,14.147238,16.834486,11.348326,-2.4683847,-2.4204056,-4.9829736,-2.5785391
-0.84060675,-1.8044223,9.161593,13.214659,10.526469,13.993426,16.751678,11.4343,-2.008016,-2.3644145,-4.6966352,-2.7141414
-4.5759163,-0.9390892,12.797099,13.151826,14.009756,13.465789,19.30295,9.641814,-5.43085,-2.063529,-8.183156,-2.8769023
2.0849257,-5.2301335,5.45714,15.587088,7.175771,16.98394,14.298395,15.256826,1.8508729,-4.036888,-1.0310261,-3.698564
-1.6343024,-4.6676984,9.249729,16.155258,10.756471,17.14496,18.16739,14.229042,-3.244409,-5.992403,-5.432455,-6.2480807
-3.582217,-1.8715044,11.794249,13.897361,13.267136,15.224195,19.16652,11.13943,-4.454528,-3.645418,-7.035741,-4.1303496
-2.0963082,-0.26119688,10.83401,11.768532,12.036446,12.841049,17.593801,9.627648,-3.7687504,-1.5497618,-6.8112383,-1.7337153
3.067832,-4.2889647,5.042463,14.229957,6.387042,15.840479,13.440461,14.29727,1.9214168,-2.530233,-1.0300983,-2.5686789
